Topic to send: test-topic
Topic to acks: 0
Records: 80000
Size:1000
2584 records sent, 501,4 records/sec (0,48 MB/sec), 1,9 ms avg latency, 642,0 ms max latency.
2255 records sent, 444,2 records/sec (0,42 MB/sec), 2,2 ms avg latency, 636,0 ms max latency.
2788 records sent, 537,5 records/sec (0,51 MB/sec), 1,8 ms avg latency, 866,0 ms max latency.
3535 records sent, 664,1 records/sec (0,63 MB/sec), 1,5 ms avg latency, 690,0 ms max latency.
2443 records sent, 470,6 records/sec (0,45 MB/sec), 2,1 ms avg latency, 711,0 ms max latency.
2281 records sent, 447,3 records/sec (0,43 MB/sec), 2,2 ms avg latency, 643,0 ms max latency.
2865 records sent, 516,6 records/sec (0,49 MB/sec), 1,9 ms avg latency, 1508,0 ms max latency.
1942 records sent, 377,0 records/sec (0,36 MB/sec), 2,6 ms avg latency, 1333,0 ms max latency.
2780 records sent, 538,9 records/sec (0,51 MB/sec), 1,8 ms avg latency, 678,0 ms max latency.
1029 records sent, 205,8 records/sec (0,20 MB/sec), 4,8 ms avg latency, 644,0 ms max latency.
2250 records sent, 441,3 records/sec (0,42 MB/sec), 2,3 ms avg latency, 701,0 ms max latency.
3146 records sent, 537,5 records/sec (0,51 MB/sec), 1,9 ms avg latency, 1536,0 ms max latency.
3208 records sent, 622,2 records/sec (0,59 MB/sec), 1,6 ms avg latency, 619,0 ms max latency.
3085 records sent, 598,8 records/sec (0,57 MB/sec), 1,7 ms avg latency, 886,0 ms max latency.
1923 records sent, 378,4 records/sec (0,36 MB/sec), 2,6 ms avg latency, 795,0 ms max latency.
2891 records sent, 578,2 records/sec (0,55 MB/sec), 1,7 ms avg latency, 647,0 ms max latency.
2961 records sent, 577,0 records/sec (0,55 MB/sec), 1,7 ms avg latency, 683,0 ms max latency.
2868 records sent, 568,5 records/sec (0,54 MB/sec), 1,7 ms avg latency, 676,0 ms max latency.
2324 records sent, 460,5 records/sec (0,44 MB/sec), 2,2 ms avg latency, 632,0 ms max latency.
2512 records sent, 502,4 records/sec (0,48 MB/sec), 2,0 ms avg latency, 873,0 ms max latency.
2231 records sent, 433,5 records/sec (0,41 MB/sec), 2,3 ms avg latency, 1716,0 ms max latency.
3245 records sent, 636,9 records/sec (0,61 MB/sec), 1,6 ms avg latency, 410,0 ms max latency.
2875 records sent, 574,7 records/sec (0,55 MB/sec), 1,7 ms avg latency, 674,0 ms max latency.
3622 records sent, 705,4 records/sec (0,67 MB/sec), 1,4 ms avg latency, 279,0 ms max latency.
2627 records sent, 517,6 records/sec (0,49 MB/sec), 1,9 ms avg latency, 877,0 ms max latency.
2153 records sent, 391,0 records/sec (0,37 MB/sec), 2,5 ms avg latency, 1309,0 ms max latency.
2775 records sent, 552,8 records/sec (0,53 MB/sec), 1,8 ms avg latency, 666,0 ms max latency.
2596 records sent, 518,9 records/sec (0,49 MB/sec), 1,9 ms avg latency, 875,0 ms max latency.
2518 records sent, 503,6 records/sec (0,48 MB/sec), 2,0 ms avg latency, 1050,0 ms max latency.
3296 records sent, 643,5 records/sec (0,61 MB/sec), 1,5 ms avg latency, 712,0 ms max latency.
80000 records sent, 516,049128 records/sec (0,49 MB/sec), 1,93 ms avg latency, 1716,00 ms max latency, 0 ms 50th, 1 ms 95th, 2 ms 99th, 405 ms 99.9th.

Metric Name                                                                          Value
app-info:commit-id:{client-id=producer-1}                                          : d12590634290dbc4
app-info:start-time-ms:{client-id=producer-1}                                      : 1593631720803
app-info:version:{client-id=producer-1}                                            : 2.3.1
kafka-metrics-count:count:{client-id=producer-1}                                   : 126,000
producer-metrics:batch-size-avg:{client-id=producer-1}                             : 1075,000
producer-metrics:batch-size-max:{client-id=producer-1}                             : 1075,000
producer-metrics:batch-split-rate:{client-id=producer-1}                           : 0,000
producer-metrics:batch-split-total:{client-id=producer-1}                          : 0,000
producer-metrics:buffer-available-bytes:{client-id=producer-1}                     : 33554432,000
producer-metrics:buffer-exhausted-rate:{client-id=producer-1}                      : 0,000
producer-metrics:buffer-exhausted-total:{client-id=producer-1}                     : 0,000
producer-metrics:buffer-total-bytes:{client-id=producer-1}                         : 33554432,000
producer-metrics:bufferpool-wait-ratio:{client-id=producer-1}                      : 0,000
producer-metrics:bufferpool-wait-time-total:{client-id=producer-1}                 : 0,000
producer-metrics:compression-rate-avg:{client-id=producer-1}                       : 1,000
producer-metrics:connection-close-rate:{client-id=producer-1}                      : 0,416
producer-metrics:connection-close-total:{client-id=producer-1}                     : 56,000
producer-metrics:connection-count:{client-id=producer-1}                           : 4,000
producer-metrics:connection-creation-rate:{client-id=producer-1}                   : 0,459
producer-metrics:connection-creation-total:{client-id=producer-1}                  : 60,000
producer-metrics:failed-authentication-rate:{client-id=producer-1}                 : 0,000
producer-metrics:failed-authentication-total:{client-id=producer-1}                : 0,000
producer-metrics:failed-reauthentication-rate:{client-id=producer-1}               : 0,000
producer-metrics:failed-reauthentication-total:{client-id=producer-1}              : 0,000
producer-metrics:incoming-byte-rate:{client-id=producer-1}                         : 254,251
producer-metrics:incoming-byte-total:{client-id=producer-1}                        : 32745,000
producer-metrics:io-ratio:{client-id=producer-1}                                   : 0,007
producer-metrics:io-time-ns-avg:{client-id=producer-1}                             : 6628,394
producer-metrics:io-wait-ratio:{client-id=producer-1}                              : 0,977
producer-metrics:io-wait-time-ns-avg:{client-id=producer-1}                        : 876833,119
producer-metrics:io-waittime-total:{client-id=producer-1}                          : 149605877522,000
producer-metrics:iotime-total:{client-id=producer-1}                               : 1289696870,000
producer-metrics:metadata-age:{client-id=producer-1}                               : 0,936
producer-metrics:network-io-rate:{client-id=producer-1}                            : 546,380
producer-metrics:network-io-total:{client-id=producer-1}                           : 80228,000
producer-metrics:outgoing-byte-rate:{client-id=producer-1}                         : 623885,964
producer-metrics:outgoing-byte-total:{client-id=producer-1}                        : 91592699,000
producer-metrics:produce-throttle-time-avg:{client-id=producer-1}                  : 0,000
producer-metrics:produce-throttle-time-max:{client-id=producer-1}                  : 0,000
producer-metrics:reauthentication-latency-avg:{client-id=producer-1}               : NaN
producer-metrics:reauthentication-latency-max:{client-id=producer-1}               : NaN
producer-metrics:record-error-rate:{client-id=producer-1}                          : 0,000
producer-metrics:record-error-total:{client-id=producer-1}                         : 0,000
producer-metrics:record-queue-time-avg:{client-id=producer-1}                      : 0,420
producer-metrics:record-queue-time-max:{client-id=producer-1}                      : 1309,000
producer-metrics:record-retry-rate:{client-id=producer-1}                          : 0,298
producer-metrics:record-retry-total:{client-id=producer-1}                         : 44,000
producer-metrics:record-send-rate:{client-id=producer-1}                           : 545,088
producer-metrics:record-send-total:{client-id=producer-1}                          : 80044,000
