Topic to send: test-topic
Topic to acks: 0
Records: 80000
Size:20000
2563 records sent, 512,4 records/sec (9,77 MB/sec), 1,9 ms avg latency, 264,0 ms max latency.
2728 records sent, 545,3 records/sec (10,40 MB/sec), 1,8 ms avg latency, 18,0 ms max latency.
2796 records sent, 559,2 records/sec (10,67 MB/sec), 1,8 ms avg latency, 17,0 ms max latency.
2701 records sent, 540,1 records/sec (10,30 MB/sec), 1,8 ms avg latency, 38,0 ms max latency.
2764 records sent, 552,6 records/sec (10,54 MB/sec), 1,8 ms avg latency, 21,0 ms max latency.
2677 records sent, 534,9 records/sec (10,20 MB/sec), 1,9 ms avg latency, 17,0 ms max latency.
2661 records sent, 531,3 records/sec (10,13 MB/sec), 1,9 ms avg latency, 40,0 ms max latency.
2767 records sent, 553,4 records/sec (10,56 MB/sec), 1,8 ms avg latency, 17,0 ms max latency.
2711 records sent, 541,6 records/sec (10,33 MB/sec), 1,8 ms avg latency, 18,0 ms max latency.
2491 records sent, 460,2 records/sec (8,78 MB/sec), 2,2 ms avg latency, 612,0 ms max latency.
2488 records sent, 497,4 records/sec (9,49 MB/sec), 2,0 ms avg latency, 250,0 ms max latency.
2695 records sent, 538,7 records/sec (10,27 MB/sec), 1,8 ms avg latency, 35,0 ms max latency.
2757 records sent, 551,2 records/sec (10,51 MB/sec), 1,8 ms avg latency, 18,0 ms max latency.
2688 records sent, 537,6 records/sec (10,25 MB/sec), 1,8 ms avg latency, 30,0 ms max latency.
2730 records sent, 545,7 records/sec (10,41 MB/sec), 1,8 ms avg latency, 15,0 ms max latency.
2705 records sent, 540,5 records/sec (10,31 MB/sec), 1,8 ms avg latency, 22,0 ms max latency.
2689 records sent, 537,5 records/sec (10,25 MB/sec), 1,8 ms avg latency, 20,0 ms max latency.
2586 records sent, 516,4 records/sec (9,85 MB/sec), 1,9 ms avg latency, 44,0 ms max latency.
2722 records sent, 544,3 records/sec (10,38 MB/sec), 1,8 ms avg latency, 41,0 ms max latency.
2715 records sent, 542,8 records/sec (10,35 MB/sec), 1,8 ms avg latency, 15,0 ms max latency.
2688 records sent, 537,6 records/sec (10,25 MB/sec), 1,8 ms avg latency, 23,0 ms max latency.
2192 records sent, 437,6 records/sec (8,35 MB/sec), 2,3 ms avg latency, 283,0 ms max latency.
1714 records sent, 342,7 records/sec (6,54 MB/sec), 2,9 ms avg latency, 250,0 ms max latency.
2723 records sent, 544,3 records/sec (10,38 MB/sec), 1,8 ms avg latency, 16,0 ms max latency.
2688 records sent, 537,6 records/sec (10,25 MB/sec), 1,9 ms avg latency, 18,0 ms max latency.
2735 records sent, 547,0 records/sec (10,43 MB/sec), 1,8 ms avg latency, 18,0 ms max latency.
2752 records sent, 550,4 records/sec (10,50 MB/sec), 1,8 ms avg latency, 21,0 ms max latency.
2784 records sent, 556,4 records/sec (10,61 MB/sec), 1,8 ms avg latency, 17,0 ms max latency.
2234 records sent, 414,6 records/sec (7,91 MB/sec), 2,4 ms avg latency, 983,0 ms max latency.
2733 records sent, 546,2 records/sec (10,42 MB/sec), 1,8 ms avg latency, 25,0 ms max latency.
80000 records sent, 522,701583 records/sec (9,97 MB/sec), 1,90 ms avg latency, 983,00 ms max latency, 0 ms 50th, 7 ms 95th, 10 ms 99th, 18 ms 99.9th.

Metric Name                                                                          Value
app-info:commit-id:{client-id=producer-1}                                          : d4284cbebb6f0a4c
app-info:start-time-ms:{client-id=producer-1}                                      : 1590115483826
app-info:version:{client-id=producer-1}                                            : 2.3.1
kafka-metrics-count:count:{client-id=producer-1}                                   : 126,000
producer-metrics:batch-size-avg:{client-id=producer-1}                             : 20077,000
producer-metrics:batch-size-max:{client-id=producer-1}                             : 20077,000
producer-metrics:batch-split-rate:{client-id=producer-1}                           : 0,000
producer-metrics:batch-split-total:{client-id=producer-1}                          : 0,000
producer-metrics:buffer-available-bytes:{client-id=producer-1}                     : 33554432,000
producer-metrics:buffer-exhausted-rate:{client-id=producer-1}                      : 0,000
producer-metrics:buffer-exhausted-total:{client-id=producer-1}                     : 0,000
producer-metrics:buffer-total-bytes:{client-id=producer-1}                         : 33554432,000
producer-metrics:bufferpool-wait-ratio:{client-id=producer-1}                      : 0,000
producer-metrics:bufferpool-wait-time-total:{client-id=producer-1}                 : 0,000
producer-metrics:compression-rate-avg:{client-id=producer-1}                       : 1,000
producer-metrics:connection-close-rate:{client-id=producer-1}                      : 0,000
producer-metrics:connection-close-total:{client-id=producer-1}                     : 0,000
producer-metrics:connection-count:{client-id=producer-1}                           : 4,000
producer-metrics:connection-creation-rate:{client-id=producer-1}                   : 0,000
producer-metrics:connection-creation-total:{client-id=producer-1}                  : 4,000
producer-metrics:failed-authentication-rate:{client-id=producer-1}                 : 0,000
producer-metrics:failed-authentication-total:{client-id=producer-1}                : 0,000
producer-metrics:failed-reauthentication-rate:{client-id=producer-1}               : 0,000
producer-metrics:failed-reauthentication-total:{client-id=producer-1}              : 0,000
producer-metrics:incoming-byte-rate:{client-id=producer-1}                         : 0,000
producer-metrics:incoming-byte-total:{client-id=producer-1}                        : 1461,000
producer-metrics:io-ratio:{client-id=producer-1}                                   : 0,015
producer-metrics:io-time-ns-avg:{client-id=producer-1}                             : 12188,243
producer-metrics:io-wait-ratio:{client-id=producer-1}                              : 0,944
producer-metrics:io-wait-time-ns-avg:{client-id=producer-1}                        : 758651,250
producer-metrics:io-waittime-total:{client-id=producer-1}                          : 143462450807,000
producer-metrics:iotime-total:{client-id=producer-1}                               : 2467210502,000
producer-metrics:metadata-age:{client-id=producer-1}                               : 152,885
producer-metrics:network-io-rate:{client-id=producer-1}                            : 523,936
producer-metrics:network-io-total:{client-id=producer-1}                           : 80010,000
producer-metrics:outgoing-byte-rate:{client-id=producer-1}                         : 10557976,729
producer-metrics:outgoing-byte-total:{client-id=producer-1}                        : 1611749029,000
producer-metrics:produce-throttle-time-avg:{client-id=producer-1}                  : NaN
producer-metrics:produce-throttle-time-max:{client-id=producer-1}                  : NaN
producer-metrics:reauthentication-latency-avg:{client-id=producer-1}               : NaN
producer-metrics:reauthentication-latency-max:{client-id=producer-1}               : NaN
producer-metrics:record-error-rate:{client-id=producer-1}                          : 0,000
producer-metrics:record-error-total:{client-id=producer-1}                         : 0,000
producer-metrics:record-queue-time-avg:{client-id=producer-1}                      : 0,027
producer-metrics:record-queue-time-max:{client-id=producer-1}                      : 1,000
producer-metrics:record-retry-rate:{client-id=producer-1}                          : 0,000
producer-metrics:record-retry-total:{client-id=producer-1}                         : 0,000
producer-metrics:record-send-rate:{client-id=producer-1}                           : 523,598
